function	medium_1	constant
function	medium_2	constant
function	medium_3	constant
function	medium_4	constant
function	medium_5	constant
function	linearModel	linear
Edck2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Eudk1	medium_1	CONSTANT	511.6565
Eudk1	medium_2	CONSTANT	511.6565
Eudk1	medium_3	CONSTANT	511.6565
Eudk1	medium_4	CONSTANT	511.6565
Eudk1	medium_5	CONSTANT	511.6565
Eudk1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Eudk2	medium_1	CONSTANT	511.6565
Eudk2	medium_2	CONSTANT	511.6565
Eudk2	medium_3	CONSTANT	511.6565
Eudk2	medium_4	CONSTANT	511.6565
Eudk2	medium_5	CONSTANT	511.6565
Eudk2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Etdk1	medium_1	CONSTANT	511.6565
Etdk1	medium_2	CONSTANT	511.6565
Etdk1	medium_3	CONSTANT	511.6565
Etdk1	medium_4	CONSTANT	511.6565
Etdk1	medium_5	CONSTANT	511.6565
Etdk1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Etdk2	medium_1	CONSTANT	511.6565
Etdk2	medium_2	CONSTANT	511.6565
Etdk2	medium_3	CONSTANT	511.6565
Etdk2	medium_4	CONSTANT	511.6565
Etdk2	medium_5	CONSTANT	511.6565
Etdk2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Epdp1	medium_1	CONSTANT	511.6565
Epdp1	medium_2	CONSTANT	511.6565
Epdp1	medium_3	CONSTANT	511.6565
Epdp1	medium_4	CONSTANT	511.6565
Epdp1	medium_5	CONSTANT	511.6565
Epdp1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Epdp2	medium_1	CONSTANT	511.6565
Epdp2	medium_2	CONSTANT	511.6565
Epdp2	medium_3	CONSTANT	511.6565
Epdp2	medium_4	CONSTANT	511.6565
Epdp2	medium_5	CONSTANT	511.6565
Epdp2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Epdp3	medium_1	CONSTANT	511.6565
Epdp3	medium_2	CONSTANT	511.6565
Epdp3	medium_3	CONSTANT	511.6565
Epdp3	medium_4	CONSTANT	511.6565
Epdp3	medium_5	CONSTANT	511.6565
Epdp3	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Epdp4	medium_1	CONSTANT	511.6565
Epdp4	medium_2	CONSTANT	511.6565
Epdp4	medium_3	CONSTANT	511.6565
Epdp4	medium_4	CONSTANT	511.6565
Epdp4	medium_5	CONSTANT	511.6565
Epdp4	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Ecdd1	medium_1	CONSTANT	511.6565
Ecdd1	medium_2	CONSTANT	511.6565
Ecdd1	medium_3	CONSTANT	511.6565
Ecdd1	medium_4	CONSTANT	511.6565
Ecdd1	medium_5	CONSTANT	511.6565
Ecdd1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Ecdd2	medium_1	CONSTANT	511.6565
Ecdd2	medium_2	CONSTANT	511.6565
Ecdd2	medium_3	CONSTANT	511.6565
Ecdd2	medium_4	CONSTANT	511.6565
Ecdd2	medium_5	CONSTANT	511.6565
Ecdd2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EyfkN6	medium_1	CONSTANT	511.6565
EyfkN6	medium_2	CONSTANT	511.6565
EyfkN6	medium_3	CONSTANT	511.6565
EyfkN6	medium_4	CONSTANT	511.6565
EyfkN6	medium_5	CONSTANT	511.6565
EyfkN6	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EyfkN7	medium_1	CONSTANT	511.6565
EyfkN7	medium_2	CONSTANT	511.6565
EyfkN7	medium_3	CONSTANT	511.6565
EyfkN7	medium_4	CONSTANT	511.6565
EyfkN7	medium_5	CONSTANT	511.6565
EyfkN7	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EyfkN8	medium_1	CONSTANT	511.6565
EyfkN8	medium_2	CONSTANT	511.6565
EyfkN8	medium_3	CONSTANT	511.6565
EyfkN8	medium_4	CONSTANT	511.6565
EyfkN8	medium_5	CONSTANT	511.6565
EyfkN8	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EyfkN9	medium_1	CONSTANT	511.6565
EyfkN9	medium_2	CONSTANT	511.6565
EyfkN9	medium_3	CONSTANT	511.6565
EyfkN9	medium_4	CONSTANT	511.6565
EyfkN9	medium_5	CONSTANT	511.6565
EyfkN9	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EpucLM	medium_1	CONSTANT	6943.4356
EpucLM	medium_2	CONSTANT	19760.0428
EpucLM	medium_3	CONSTANT	33479.8136
EpucLM	medium_4	CONSTANT	25766.497
EpucLM	medium_5	CONSTANT	38001.1253
EpucLM	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EpucH	medium_1	CONSTANT	6943.4356
EpucH	medium_2	CONSTANT	19760.0428
EpucH	medium_3	CONSTANT	33479.8136
EpucH	medium_4	CONSTANT	25766.497
EpucH	medium_5	CONSTANT	38001.1253
EpucH	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EpucF	medium_1	CONSTANT	6943.4356
EpucF	medium_2	CONSTANT	19760.0428
EpucF	medium_3	CONSTANT	33479.8136
EpucF	medium_4	CONSTANT	25766.497
EpucF	medium_5	CONSTANT	38001.1253
EpucF	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Espo	medium_1	CONSTANT	6943.4356
Espo	medium_2	CONSTANT	19760.0428
Espo	medium_3	CONSTANT	33479.8136
Espo	medium_4	CONSTANT	25766.497
Espo	medium_5	CONSTANT	38001.1253
Espo	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EpucG	medium_1	CONSTANT	6943.4356
EpucG	medium_2	CONSTANT	19760.0428
EpucG	medium_3	CONSTANT	33479.8136
EpucG	medium_4	CONSTANT	25766.497
EpucG	medium_5	CONSTANT	38001.1253
EpucG	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EaldX	medium_1	CONSTANT	8619.9559
EaldX	medium_2	CONSTANT	20048.0567
EaldX	medium_3	CONSTANT	35074.5918
EaldX	medium_4	CONSTANT	34700.2529
EaldX	medium_5	CONSTANT	46417.1406
EaldX	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2992.4263	Y_MAX	2838989.867	LINEAR_COEF	29920.1232	X_MAX	1.6	X_MIN	0.25
EyoaN	medium_1	CONSTANT	8619.9559
EyoaN	medium_2	CONSTANT	20048.0567
EyoaN	medium_3	CONSTANT	35074.5918
EyoaN	medium_4	CONSTANT	34700.2529
EyoaN	medium_5	CONSTANT	46417.1406
EyoaN	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2992.4263	Y_MAX	2838989.867	LINEAR_COEF	29920.1232	X_MAX	1.6	X_MIN	0.25
EmtrA	medium_1	CONSTANT	7071.8302
EmtrA	medium_2	CONSTANT	19978.1145
EmtrA	medium_3	CONSTANT	34450.2736
EmtrA	medium_4	CONSTANT	27558.9814
EmtrA	medium_5	CONSTANT	48824.0079
EmtrA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EphoA	medium_1	CONSTANT	7071.8302
EphoA	medium_2	CONSTANT	19978.1145
EphoA	medium_3	CONSTANT	34450.2736
EphoA	medium_4	CONSTANT	27558.9814
EphoA	medium_5	CONSTANT	48824.0079
EphoA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EfolB	medium_1	CONSTANT	7071.8302
EfolB	medium_2	CONSTANT	19978.1145
EfolB	medium_3	CONSTANT	34450.2736
EfolB	medium_4	CONSTANT	27558.9814
EfolB	medium_5	CONSTANT	48824.0079
EfolB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EfolK	medium_1	CONSTANT	7071.8302
EfolK	medium_2	CONSTANT	19978.1145
EfolK	medium_3	CONSTANT	34450.2736
EfolK	medium_4	CONSTANT	27558.9814
EfolK	medium_5	CONSTANT	48824.0079
EfolK	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EpabAB	medium_1	CONSTANT	7071.8302
EpabAB	medium_2	CONSTANT	19978.1145
EpabAB	medium_3	CONSTANT	34450.2736
EpabAB	medium_4	CONSTANT	27558.9814
EpabAB	medium_5	CONSTANT	48824.0079
EpabAB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EpabC	medium_1	CONSTANT	7071.8302
EpabC	medium_2	CONSTANT	19978.1145
EpabC	medium_3	CONSTANT	34450.2736
EpabC	medium_4	CONSTANT	27558.9814
EpabC	medium_5	CONSTANT	48824.0079
EpabC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
Esul1	medium_1	CONSTANT	7071.8302
Esul1	medium_2	CONSTANT	19978.1145
Esul1	medium_3	CONSTANT	34450.2736
Esul1	medium_4	CONSTANT	27558.9814
Esul1	medium_5	CONSTANT	48824.0079
Esul1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
Esul2	medium_1	CONSTANT	7071.8302
Esul2	medium_2	CONSTANT	19978.1145
Esul2	medium_3	CONSTANT	34450.2736
Esul2	medium_4	CONSTANT	27558.9814
Esul2	medium_5	CONSTANT	48824.0079
Esul2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EfolC	medium_1	CONSTANT	7071.8302
EfolC	medium_2	CONSTANT	19978.1145
EfolC	medium_3	CONSTANT	34450.2736
EfolC	medium_4	CONSTANT	27558.9814
EfolC	medium_5	CONSTANT	48824.0079
EfolC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EfdhD	medium_1	CONSTANT	7071.8302
EfdhD	medium_2	CONSTANT	19978.1145
EfdhD	medium_3	CONSTANT	34450.2736
EfdhD	medium_4	CONSTANT	27558.9814
EfdhD	medium_5	CONSTANT	48824.0079
EfdhD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EdfrA	medium_1	CONSTANT	265075.6713
EdfrA	medium_2	CONSTANT	129365.1951
EdfrA	medium_3	CONSTANT	168166.5421
EdfrA	medium_4	CONSTANT	81840.5084
EdfrA	medium_5	CONSTANT	123342.8726
EdfrA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	241460.2844	Y_MAX	2838989.867	LINEAR_COEF	-85078.6865	X_MAX	1.6	X_MIN	0.25
EdfrA2	medium_1	CONSTANT	11073.838
EdfrA2	medium_2	CONSTANT	15267.5172
EdfrA2	medium_3	CONSTANT	34223.8406
EdfrA2	medium_4	CONSTANT	34745.923
EdfrA2	medium_5	CONSTANT	35574.9223
EdfrA2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	6879.4928	Y_MAX	2838989.867	LINEAR_COEF	20814.4575	X_MAX	1.6	X_MIN	0.25
EfolD1	medium_1	CONSTANT	3698.2791
EfolD1	medium_2	CONSTANT	1804.8755
EfolD1	medium_3	CONSTANT	2346.2236
EfolD1	medium_4	CONSTANT	3211.7773
EfolD1	medium_5	CONSTANT	1720.8534
EfolD1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	3698.2791	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EykkE	medium_1	CONSTANT	2086551.9221
EykkE	medium_2	CONSTANT	1883264.863
EykkE	medium_3	CONSTANT	1883264.863
EykkE	medium_4	CONSTANT	1679977.8039
EykkE	medium_5	CONSTANT	1883264.863
EykkE	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1883264.863	Y_MAX	2838989.867	LINEAR_COEF	-4.3825e-10	X_MAX	1.6	X_MIN	0.25
EfolD2	medium_1	CONSTANT	83202.2344
EfolD2	medium_2	CONSTANT	80512.5798
EfolD2	medium_3	CONSTANT	80512.5798
EfolD2	medium_4	CONSTANT	77822.9252
EfolD2	medium_5	CONSTANT	80512.5798
EfolD2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	82506.3466	Y_MAX	2838989.867	LINEAR_COEF	-1630.0618	X_MAX	1.6	X_MIN	0.25
EfolD3	medium_1	CONSTANT	83202.2344
EfolD3	medium_2	CONSTANT	80512.5798
EfolD3	medium_3	CONSTANT	80512.5798
EfolD3	medium_4	CONSTANT	77822.9252
EfolD3	medium_5	CONSTANT	80512.5798
EfolD3	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	82506.3466	Y_MAX	2838989.867	LINEAR_COEF	-1630.0618	X_MAX	1.6	X_MIN	0.25
EyitJ	medium_1	CONSTANT	19059.8397
EyitJ	medium_2	CONSTANT	14760.0135
EyitJ	medium_3	CONSTANT	23543.8874
EyitJ	medium_4	CONSTANT	4557.7617
EyitJ	medium_5	CONSTANT	12763.2651
EyitJ	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	14657.3866	Y_MAX	2838989.867	LINEAR_COEF	7696.3107	X_MAX	1.6	X_MIN	0.25
EmenF	medium_1	CONSTANT	7071.8302
EmenF	medium_2	CONSTANT	19978.1145
EmenF	medium_3	CONSTANT	34450.2736
EmenF	medium_4	CONSTANT	27558.9814
EmenF	medium_5	CONSTANT	48824.0079
EmenF	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EmenD	medium_1	CONSTANT	7071.8302
EmenD	medium_2	CONSTANT	19978.1145
EmenD	medium_3	CONSTANT	34450.2736
EmenD	medium_4	CONSTANT	27558.9814
EmenD	medium_5	CONSTANT	48824.0079
EmenD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EmenC	medium_1	CONSTANT	7071.8302
EmenC	medium_2	CONSTANT	19978.1145
EmenC	medium_3	CONSTANT	34450.2736
EmenC	medium_4	CONSTANT	27558.9814
EmenC	medium_5	CONSTANT	48824.0079
EmenC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EmenE	medium_1	CONSTANT	7071.8302
EmenE	medium_2	CONSTANT	19978.1145
EmenE	medium_3	CONSTANT	34450.2736
EmenE	medium_4	CONSTANT	27558.9814
EmenE	medium_5	CONSTANT	48824.0079
EmenE	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EmenB	medium_1	CONSTANT	7071.8302
EmenB	medium_2	CONSTANT	19978.1145
EmenB	medium_3	CONSTANT	34450.2736
EmenB	medium_4	CONSTANT	27558.9814
EmenB	medium_5	CONSTANT	48824.0079
EmenB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EytxM	medium_1	CONSTANT	7071.8302
EytxM	medium_2	CONSTANT	19978.1145
EytxM	medium_3	CONSTANT	34450.2736
EytxM	medium_4	CONSTANT	27558.9814
EytxM	medium_5	CONSTANT	48824.0079
EytxM	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EmenA	medium_1	CONSTANT	7071.8302
EmenA	medium_2	CONSTANT	19978.1145
EmenA	medium_3	CONSTANT	34450.2736
EmenA	medium_4	CONSTANT	27558.9814
EmenA	medium_5	CONSTANT	48824.0079
EmenA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EmenH	medium_1	CONSTANT	7071.8302
EmenH	medium_2	CONSTANT	19978.1145
EmenH	medium_3	CONSTANT	34450.2736
EmenH	medium_4	CONSTANT	27558.9814
EmenH	medium_5	CONSTANT	48824.0079
EmenH	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
Edxs	medium_1	CONSTANT	7071.8302
Edxs	medium_2	CONSTANT	19978.1145
Edxs	medium_3	CONSTANT	34450.2736
Edxs	medium_4	CONSTANT	27558.9814
Edxs	medium_5	CONSTANT	48824.0079
Edxs	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
Edxr	medium_1	CONSTANT	7071.8302
Edxr	medium_2	CONSTANT	19978.1145
Edxr	medium_3	CONSTANT	34450.2736
Edxr	medium_4	CONSTANT	27558.9814
Edxr	medium_5	CONSTANT	48824.0079
Edxr	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EispD	medium_1	CONSTANT	7071.8302
EispD	medium_2	CONSTANT	19978.1145
EispD	medium_3	CONSTANT	34450.2736
EispD	medium_4	CONSTANT	27558.9814
EispD	medium_5	CONSTANT	48824.0079
EispD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EispE	medium_1	CONSTANT	7071.8302
EispE	medium_2	CONSTANT	19978.1145
EispE	medium_3	CONSTANT	34450.2736
EispE	medium_4	CONSTANT	27558.9814
EispE	medium_5	CONSTANT	48824.0079
EispE	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EispF	medium_1	CONSTANT	7071.8302
EispF	medium_2	CONSTANT	19978.1145
EispF	medium_3	CONSTANT	34450.2736
EispF	medium_4	CONSTANT	27558.9814
EispF	medium_5	CONSTANT	48824.0079
EispF	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EispG	medium_1	CONSTANT	7071.8302
EispG	medium_2	CONSTANT	19978.1145
EispG	medium_3	CONSTANT	34450.2736
EispG	medium_4	CONSTANT	27558.9814
EispG	medium_5	CONSTANT	48824.0079
EispG	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EispH	medium_1	CONSTANT	7071.8302
EispH	medium_2	CONSTANT	19978.1145
EispH	medium_3	CONSTANT	34450.2736
EispH	medium_4	CONSTANT	27558.9814
EispH	medium_5	CONSTANT	48824.0079
EispH	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
Efni	medium_1	CONSTANT	7071.8302
Efni	medium_2	CONSTANT	19978.1145
Efni	medium_3	CONSTANT	34450.2736
Efni	medium_4	CONSTANT	27558.9814
Efni	medium_5	CONSTANT	48824.0079
Efni	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EispA1	medium_1	CONSTANT	7071.8302
EispA1	medium_2	CONSTANT	19978.1145
EispA1	medium_3	CONSTANT	34450.2736
EispA1	medium_4	CONSTANT	27558.9814
EispA1	medium_5	CONSTANT	48824.0079
EispA1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EispA2	medium_1	CONSTANT	7071.8302
EispA2	medium_2	CONSTANT	19978.1145
EispA2	medium_3	CONSTANT	34450.2736
EispA2	medium_4	CONSTANT	27558.9814
EispA2	medium_5	CONSTANT	48824.0079
EispA2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EhepTS1	medium_1	CONSTANT	7071.8302
EhepTS1	medium_2	CONSTANT	19978.1145
EhepTS1	medium_3	CONSTANT	34450.2736
EhepTS1	medium_4	CONSTANT	27558.9814
EhepTS1	medium_5	CONSTANT	48824.0079
EhepTS1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EhepTS2	medium_1	CONSTANT	7071.8302
EhepTS2	medium_2	CONSTANT	19978.1145
EhepTS2	medium_3	CONSTANT	34450.2736
EhepTS2	medium_4	CONSTANT	27558.9814
EhepTS2	medium_5	CONSTANT	48824.0079
EhepTS2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EhepTS3	medium_1	CONSTANT	7071.8302
EhepTS3	medium_2	CONSTANT	19978.1145
EhepTS3	medium_3	CONSTANT	34450.2736
EhepTS3	medium_4	CONSTANT	27558.9814
EhepTS3	medium_5	CONSTANT	48824.0079
EhepTS3	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EhepTS4	medium_1	CONSTANT	7071.8302
EhepTS4	medium_2	CONSTANT	19978.1145
EhepTS4	medium_3	CONSTANT	34450.2736
EhepTS4	medium_4	CONSTANT	27558.9814
EhepTS4	medium_5	CONSTANT	48824.0079
EhepTS4	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EuppS	medium_1	CONSTANT	7071.8302
EuppS	medium_2	CONSTANT	19978.1145
EuppS	medium_3	CONSTANT	34450.2736
EuppS	medium_4	CONSTANT	27558.9814
EuppS	medium_5	CONSTANT	48824.0079
EuppS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EyubB	medium_1	CONSTANT	10138.2666
EyubB	medium_2	CONSTANT	20171.206
EyubB	medium_3	CONSTANT	36527.563
EyubB	medium_4	CONSTANT	28603.848
EyubB	medium_5	CONSTANT	50045.85
EyubB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2916.654	Y_MAX	2838989.867	LINEAR_COEF	32039.4187	X_MAX	1.6	X_MIN	0.25
EpanB	medium_1	CONSTANT	7071.8302
EpanB	medium_2	CONSTANT	19978.1145
EpanB	medium_3	CONSTANT	34450.2736
EpanB	medium_4	CONSTANT	27558.9814
EpanB	medium_5	CONSTANT	48824.0079
EpanB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EpanE	medium_1	CONSTANT	7071.8302
EpanE	medium_2	CONSTANT	19978.1145
EpanE	medium_3	CONSTANT	34450.2736
EpanE	medium_4	CONSTANT	27558.9814
EpanE	medium_5	CONSTANT	48824.0079
EpanE	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EpanD	medium_1	CONSTANT	7071.8302
EpanD	medium_2	CONSTANT	19978.1145
EpanD	medium_3	CONSTANT	34450.2736
EpanD	medium_4	CONSTANT	27558.9814
EpanD	medium_5	CONSTANT	48824.0079
EpanD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EpanC	medium_1	CONSTANT	7071.8302
EpanC	medium_2	CONSTANT	19978.1145
EpanC	medium_3	CONSTANT	34450.2736
EpanC	medium_4	CONSTANT	27558.9814
EpanC	medium_5	CONSTANT	48824.0079
EpanC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EcoaX	medium_1	CONSTANT	7071.8302
EcoaX	medium_2	CONSTANT	19978.1145
EcoaX	medium_3	CONSTANT	34450.2736
EcoaX	medium_4	CONSTANT	27558.9814
EcoaX	medium_5	CONSTANT	48824.0079
EcoaX	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EcoaBC1	medium_1	CONSTANT	7071.8302
EcoaBC1	medium_2	CONSTANT	19978.1145
EcoaBC1	medium_3	CONSTANT	34450.2736
EcoaBC1	medium_4	CONSTANT	27558.9814
EcoaBC1	medium_5	CONSTANT	48824.0079
