function	medium_1	constant
function	medium_2	constant
function	medium_3	constant
function	medium_4	constant
function	medium_5	constant
function	linearModel	linear
Efbp	medium_1	CONSTANT	8049.5332
Efbp	medium_2	CONSTANT	21845.7661
Efbp	medium_3	CONSTANT	36680.6954
Efbp	medium_4	CONSTANT	22457.9482
Efbp	medium_5	CONSTANT	38666.603
Efbp	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-5025.3209	Y_MAX	2838989.867	LINEAR_COEF	46926.4123	X_MAX	1.6	X_MIN	0.25
EglpX	medium_1	CONSTANT	64683.373
EglpX	medium_2	CONSTANT	62139.3304
EglpX	medium_3	CONSTANT	60506.0317
EglpX	medium_4	CONSTANT	460523.6901
EglpX	medium_5	CONSTANT	45004.5453
EglpX	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	64683.373	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Efba	medium_1	CONSTANT	4935.4466
Efba	medium_2	CONSTANT	62022.4449
Efba	medium_3	CONSTANT	79844.3262
Efba	medium_4	CONSTANT	14835.6349
Efba	medium_5	CONSTANT	64785.597
Efba	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-21621.8456	Y_MAX	2838989.867	LINEAR_COEF	121648.1347	X_MAX	1.6	X_MIN	0.25
Etpi	medium_1	CONSTANT	50760.1278
Etpi	medium_2	CONSTANT	215201.4153
Etpi	medium_3	CONSTANT	187397.8426
Etpi	medium_4	CONSTANT	190156.2124
Etpi	medium_5	CONSTANT	131913.5611
Etpi	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	24300.7745	Y_MAX	2838989.867	LINEAR_COEF	218653.484	X_MAX	1.6	X_MIN	0.25
EgapA	medium_1	CONSTANT	88137.8405
EgapA	medium_2	CONSTANT	103393.2792
EgapA	medium_3	CONSTANT	81632.3592
EgapA	medium_4	CONSTANT	63100.1581
EgapA	medium_5	CONSTANT	50719.6447
EgapA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	142154.918	Y_MAX	2838989.867	LINEAR_COEF	-68002.8751	X_MAX	1.6	X_MIN	0.25
EgapB	medium_1	CONSTANT	51194.6047
EgapB	medium_2	CONSTANT	49181.0848
EgapB	medium_3	CONSTANT	47888.3866
EgapB	medium_4	CONSTANT	89916.2791
EgapB	medium_5	CONSTANT	35619.5078
EgapB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	51194.6047	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Epgk	medium_1	CONSTANT	32821.2815
Epgk	medium_2	CONSTANT	165388.4105
Epgk	medium_3	CONSTANT	236551.0618
Epgk	medium_4	CONSTANT	160746.5563
Epgk	medium_5	CONSTANT	112049.4235
Epgk	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-47677.6282	Y_MAX	2838989.867	LINEAR_COEF	332065.3094	X_MAX	1.6	X_MIN	0.25
Epgm	medium_1	CONSTANT	293957.8929
Epgm	medium_2	CONSTANT	544736.5046
Epgm	medium_3	CONSTANT	723979.1347
Epgm	medium_4	CONSTANT	847392.083
Epgm	medium_5	CONSTANT	276293.4869
Epgm	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	113462.0511	Y_MAX	2838989.867	LINEAR_COEF	702464.0109	X_MAX	1.6	X_MIN	0.25
Eeno	medium_1	CONSTANT	43149.3278
Eeno	medium_2	CONSTANT	151928.1612
Eeno	medium_3	CONSTANT	214954.99
Eeno	medium_4	CONSTANT	170637.7167
Eeno	medium_5	CONSTANT	93368.8605
Eeno	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-25834.5416	Y_MAX	2838989.867	LINEAR_COEF	280193.1631	X_MAX	1.6	X_MIN	0.25
Epyk	medium_1	CONSTANT	88719.937
Epyk	medium_2	CONSTANT	94172.2834
Epyk	medium_3	CONSTANT	75110.2611
Epyk	medium_4	CONSTANT	63516.896
Epyk	medium_5	CONSTANT	61728.3893
Epyk	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	128126.5105	Y_MAX	2838989.867	LINEAR_COEF	-59568.8196	X_MAX	1.6	X_MIN	0.25
Epdh	medium_1	CONSTANT	92922.5802
Epdh	medium_2	CONSTANT	107348.389
Epdh	medium_3	CONSTANT	193837.9569
Epdh	medium_4	CONSTANT	733026.1406
Epdh	medium_5	CONSTANT	167042.5829
Epdh	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	86439.438	Y_MAX	2838989.867	LINEAR_COEF	65140.1403	X_MAX	1.6	X_MIN	0.25
Epta	medium_1	CONSTANT	293856.1636
Epta	medium_2	CONSTANT	191420.5047
Epta	medium_3	CONSTANT	243269.8951
Epta	medium_4	CONSTANT	2293676.3867
Epta	medium_5	CONSTANT	174895.8501
Epta	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	286827.7059	Y_MAX	2838989.867	LINEAR_COEF	-73242.6542	X_MAX	1.6	X_MIN	0.25
EackA	medium_1	CONSTANT	201874.6388
EackA	medium_2	CONSTANT	335295.0555
EackA	medium_3	CONSTANT	217546.0502
EackA	medium_4	CONSTANT	1544230.2696
EackA	medium_5	CONSTANT	151448.2819
EackA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	290673.5135	Y_MAX	2838989.867	LINEAR_COEF	-78560.775	X_MAX	1.6	X_MIN	0.25
EacsA	medium_1	CONSTANT	8619.9559
EacsA	medium_2	CONSTANT	20048.0567
EacsA	medium_3	CONSTANT	35074.5918
EacsA	medium_4	CONSTANT	34700.2529
EacsA	medium_5	CONSTANT	46417.1406
EacsA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2992.4263	Y_MAX	2838989.867	LINEAR_COEF	29920.1232	X_MAX	1.6	X_MIN	0.25
EdhaS	medium_1	CONSTANT	623.6655
EdhaS	medium_2	CONSTANT	513.4478
EdhaS	medium_3	CONSTANT	520.9289
EdhaS	medium_4	CONSTANT	2518.5652
EdhaS	medium_5	CONSTANT	511.6565
EdhaS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	597.7225	Y_MAX	2838989.867	LINEAR_COEF	-67.8879	X_MAX	1.6	X_MIN	0.25
Eldh	medium_1	CONSTANT	8619.9559
Eldh	medium_2	CONSTANT	20048.0567
Eldh	medium_3	CONSTANT	35074.5918
Eldh	medium_4	CONSTANT	34700.2529
Eldh	medium_5	CONSTANT	46417.1406
Eldh	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2992.4263	Y_MAX	2838989.867	LINEAR_COEF	29920.1232	X_MAX	1.6	X_MIN	0.25
EalsS	medium_1	CONSTANT	12220.297
EalsS	medium_2	CONSTANT	10060.6566
EalsS	medium_3	CONSTANT	10207.2438
EalsS	medium_4	CONSTANT	12623.4487
EalsS	medium_5	CONSTANT	9531.3298
EalsS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	11930.3751	Y_MAX	2838989.867	LINEAR_COEF	-1741.3107	X_MAX	1.6	X_MIN	0.25
EalsD	medium_1	CONSTANT	11159.7
EalsD	medium_2	CONSTANT	9187.4943
EalsD	medium_3	CONSTANT	9321.3592
EalsD	medium_4	CONSTANT	11527.8622
EalsD	medium_5	CONSTANT	8704.1076
EalsD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	10894.9403	Y_MAX	2838989.867	LINEAR_COEF	-1590.1827	X_MAX	1.6	X_MIN	0.25
Eaco	medium_1	CONSTANT	8619.9559
Eaco	medium_2	CONSTANT	20048.0567
Eaco	medium_3	CONSTANT	35074.5918
Eaco	medium_4	CONSTANT	15801.8921
Eaco	medium_5	CONSTANT	46417.1406
Eaco	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2992.4263	Y_MAX	2838989.867	LINEAR_COEF	29920.1232	X_MAX	1.6	X_MIN	0.25
Ezwf	medium_1	CONSTANT	75765.8416
Ezwf	medium_2	CONSTANT	197996.7564
Ezwf	medium_3	CONSTANT	492420.5899
Ezwf	medium_4	CONSTANT	100860.2633
Ezwf	medium_5	CONSTANT	454472.0553
Ezwf	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-143131.8362	Y_MAX	2838989.867	LINEAR_COEF	687114.1935	X_MAX	1.6	X_MIN	0.25
Egnd	medium_1	CONSTANT	22438.5245
Egnd	medium_2	CONSTANT	49342.6624
Egnd	medium_3	CONSTANT	126897.9282
Egnd	medium_4	CONSTANT	23330.772
Egnd	medium_5	CONSTANT	183817.5132
Egnd	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-33804.5455	Y_MAX	2838989.867	LINEAR_COEF	172467.0986	X_MAX	1.6	X_MIN	0.25
EywlF	medium_1	CONSTANT	249785.8306
EywlF	medium_2	CONSTANT	718426.762
EywlF	medium_3	CONSTANT	1454100.5422
EywlF	medium_4	CONSTANT	425321.963
EywlF	medium_5	CONSTANT	1519873.9368
EywlF	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-340884.8863	Y_MAX	2838989.867	LINEAR_COEF	1979866.5481	X_MAX	1.6	X_MIN	0.25
Erpe	medium_1	CONSTANT	682102.9826
Erpe	medium_2	CONSTANT	2834049.4932
Erpe	medium_3	CONSTANT	2838989.867
Erpe	medium_4	CONSTANT	1416446.4678
Erpe	medium_5	CONSTANT	1956037.8863
Erpe	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	102661.2747	Y_MAX	2838989.867	LINEAR_COEF	3475378.459	X_MAX	1.6	X_MIN	0.25
Etkt1	medium_1	CONSTANT	518.6025
Etkt1	medium_2	CONSTANT	20477.4421
Etkt1	medium_3	CONSTANT	42776.3635
Etkt1	medium_4	CONSTANT	3081.4495
Etkt1	medium_5	CONSTANT	26083.2545
Etkt1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-19242.5116	Y_MAX	2838989.867	LINEAR_COEF	69684.1293	X_MAX	1.6	X_MIN	0.25
EywjH	medium_1	CONSTANT	518.6025
EywjH	medium_2	CONSTANT	16773.3858
EywjH	medium_3	CONSTANT	39243.5745
EywjH	medium_4	CONSTANT	2205.8989
EywjH	medium_5	CONSTANT	26124.7159
EywjH	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-23251.6376	Y_MAX	2838989.867	LINEAR_COEF	70219.3394	X_MAX	1.6	X_MIN	0.25
Etkt2	medium_1	CONSTANT	960.8364
Etkt2	medium_2	CONSTANT	13501.9895
Etkt2	medium_3	CONSTANT	29208.3617
Etkt2	medium_4	CONSTANT	11050.6788
Etkt2	medium_5	CONSTANT	15485.6265
Etkt2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-12328.9007	Y_MAX	2838989.867	LINEAR_COEF	46355.109	X_MAX	1.6	X_MIN	0.25
Epyc	medium_1	CONSTANT	102552.7157
Epyc	medium_2	CONSTANT	71475.5512
Epyc	medium_3	CONSTANT	78088.5242
Epyc	medium_4	CONSTANT	77046.9244
Epyc	medium_5	CONSTANT	88525.038
Epyc	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	132558.2538	Y_MAX	2838989.867	LINEAR_COEF	-107162.6361	X_MAX	1.6	X_MIN	0.25
EcitZ	medium_1	CONSTANT	58342.6673
EcitZ	medium_2	CONSTANT	37429.1087
EcitZ	medium_3	CONSTANT	45442.4659
EcitZ	medium_4	CONSTANT	108184.9882
EcitZ	medium_5	CONSTANT	1747628.0021
EcitZ	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	58876.7715	Y_MAX	2838989.867	LINEAR_COEF	-20354.0647	X_MAX	1.6	X_MIN	0.25
EcitB	medium_1	CONSTANT	66122.4487
EcitB	medium_2	CONSTANT	81289.2918
EcitB	medium_3	CONSTANT	70565.4485
EcitB	medium_4	CONSTANT	91346.3977
EcitB	medium_5	CONSTANT	236990.7131
EcitB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	68841.213	Y_MAX	2838989.867	LINEAR_COEF	6582.5	X_MAX	1.6	X_MIN	0.25
EcitC	medium_1	CONSTANT	33357.0804
EcitC	medium_2	CONSTANT	11062.4947
EcitC	medium_3	CONSTANT	4034.2525
EcitC	medium_4	CONSTANT	28881.8715
EcitC	medium_5	CONSTANT	94378.747
EcitC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	43771.7692	Y_MAX	2838989.867	LINEAR_COEF	-47621.5402	X_MAX	1.6	X_MIN	0.25
Eodh	medium_1	CONSTANT	69322.5943
Eodh	medium_2	CONSTANT	75045.0606
Eodh	medium_3	CONSTANT	112977.6926
Eodh	medium_4	CONSTANT	107852.3188
Eodh	medium_5	CONSTANT	585491.1535
Eodh	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	43805.4325	Y_MAX	2838989.867	LINEAR_COEF	72373.0173	X_MAX	1.6	X_MIN	0.25
Esuc	medium_1	CONSTANT	82303.2072
Esuc	medium_2	CONSTANT	43901.349
Esuc	medium_3	CONSTANT	107910.2125
Esuc	medium_4	CONSTANT	106419.9763
Esuc	medium_5	CONSTANT	1375256.7388
Esuc	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	52115.2146	Y_MAX	2838989.867	LINEAR_COEF	44694.8993	X_MAX	1.6	X_MIN	0.25
Esdh	medium_1	CONSTANT	230471.429
Esdh	medium_2	CONSTANT	230471.429
Esdh	medium_3	CONSTANT	230471.429
Esdh	medium_4	CONSTANT	230471.429
Esdh	medium_5	CONSTANT	230471.429
Esdh	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	230471.429	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EcitG	medium_1	CONSTANT	112069.2356
EcitG	medium_2	CONSTANT	161908.4817
EcitG	medium_3	CONSTANT	331830.7992
EcitG	medium_4	CONSTANT	1886703.0458
EcitG	medium_5	CONSTANT	2759262.4855
EcitG	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-8719.3676	Y_MAX	2838989.867	LINEAR_COEF	363199.2065	X_MAX	1.6	X_MIN	0.25
Emdh	medium_1	CONSTANT	46692.6599
Emdh	medium_2	CONSTANT	11135.0857
Emdh	medium_3	CONSTANT	21427.2121
Emdh	medium_4	CONSTANT	78108.315
Emdh	medium_5	CONSTANT	130091.6069
Emdh	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	49707.7585	Y_MAX	2838989.867	LINEAR_COEF	-40154.2056	X_MAX	1.6	X_MIN	0.25
Epck	medium_1	CONSTANT	20221.1139
Epck	medium_2	CONSTANT	192695.7437
Epck	medium_3	CONSTANT	187392.9761
Epck	medium_4	CONSTANT	44769.8094
Epck	medium_5	CONSTANT	2301398.8103
Epck	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	20221.1139	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EmalS	medium_1	CONSTANT	8292.4657
EmalS	medium_2	CONSTANT	20606.9509
EmalS	medium_3	CONSTANT	34556.7668
EmalS	medium_4	CONSTANT	27275.4346
EmalS	medium_5	CONSTANT	55520.4222
EmalS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-3825.9051	Y_MAX	2838989.867	LINEAR_COEF	43065.4591	X_MAX	1.6	X_MIN	0.25
EmaeA	medium_1	CONSTANT	8292.4657
EmaeA	medium_2	CONSTANT	20606.9509
EmaeA	medium_3	CONSTANT	34556.7668
EmaeA	medium_4	CONSTANT	27275.4346
EmaeA	medium_5	CONSTANT	55520.4222
EmaeA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-3825.9051	Y_MAX	2838989.867	LINEAR_COEF	43065.4591	X_MAX	1.6	X_MIN	0.25
EmleA	medium_1	CONSTANT	2838989.867
EmleA	medium_2	CONSTANT	2833271.2362
EmleA	medium_3	CONSTANT	2838989.867
EmleA	medium_4	CONSTANT	2809780.2831
EmleA	medium_5	CONSTANT	2759262.4855
EmleA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2838989.867	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EytsJ	medium_1	CONSTANT	15793.1643
EytsJ	medium_2	CONSTANT	13892.3761
EytsJ	medium_3	CONSTANT	13510.0737
EytsJ	medium_4	CONSTANT	13329.8668
EytsJ	medium_5	CONSTANT	15315.692
EytsJ	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	16543.9468	Y_MAX	2838989.867	LINEAR_COEF	-3698.9807	X_MAX	1.6	X_MIN	0.25
Eprs	medium_1	CONSTANT	16383.6007
Eprs	medium_2	CONSTANT	47237.7946
Eprs	medium_3	CONSTANT	61606.1522
Eprs	medium_4	CONSTANT	68730.8192
Eprs	medium_5	CONSTANT	96597.8451
Eprs	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	5848.7952	Y_MAX	2838989.867	LINEAR_COEF	60539.5325	X_MAX	1.6	X_MIN	0.25
EpurF	medium_1	CONSTANT	11546.951
EpurF	medium_2	CONSTANT	20669.9019
EpurF	medium_3	CONSTANT	20116.721
EpurF	medium_4	CONSTANT	42958.4664
EpurF	medium_5	CONSTANT	41312.7013
EpurF	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	5014.0193	Y_MAX	2838989.867	LINEAR_COEF	22509.6307	X_MAX	1.6	X_MIN	0.25
EpurD	medium_1	CONSTANT	7268.1694
EpurD	medium_2	CONSTANT	8568.7852
EpurD	medium_3	CONSTANT	13784.8279
EpurD	medium_4	CONSTANT	24364.9207
EpurD	medium_5	CONSTANT	23141.9147
EpurD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2366.7097	Y_MAX	2838989.867	LINEAR_COEF	13193.5224	X_MAX	1.6	X_MIN	0.25
EpurN	medium_1	CONSTANT	225784.8774
EpurN	medium_2	CONSTANT	154540.1745
EpurN	medium_3	CONSTANT	174647.5335
EpurN	medium_4	CONSTANT	215373.6989
EpurN	medium_5	CONSTANT	404982.7992
EpurN	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	105213.5052	Y_MAX	2838989.867	LINEAR_COEF	163444.1976	X_MAX	1.6	X_MIN	0.25
EpurLQ	medium_1	CONSTANT	6230.1564
EpurLQ	medium_2	CONSTANT	8683.8154
EpurLQ	medium_3	CONSTANT	15714.0069
EpurLQ	medium_4	CONSTANT	30458.1508
EpurLQ	medium_5	CONSTANT	26802.2805
EpurLQ	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	472.4994	Y_MAX	2838989.867	LINEAR_COEF	16942.4355	X_MAX	1.6	X_MIN	0.25
EpurM	medium_1	CONSTANT	5389.7471
EpurM	medium_2	CONSTANT	38365.2405
EpurM	medium_3	CONSTANT	75895.692
EpurM	medium_4	CONSTANT	170971.6984
EpurM	medium_5	CONSTANT	273946.0555
EpurM	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-79013.3922	Y_MAX	2838989.867	LINEAR_COEF	216290.689	X_MAX	1.6	X_MIN	0.25
EpurEK	medium_1	CONSTANT	17175.4264
EpurEK	medium_2	CONSTANT	20943.4112
EpurEK	medium_3	CONSTANT	44735.5413
EpurEK	medium_4	CONSTANT	98745.4261
EpurEK	medium_5	CONSTANT	102095.4715
EpurEK	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-12045.6568	Y_MAX	2838989.867	LINEAR_COEF	70932.9587	X_MAX	1.6	X_MIN	0.25
EpurC	medium_1	CONSTANT	21383.8114
EpurC	medium_2	CONSTANT	18545.4407
EpurC	medium_3	CONSTANT	25298.3211
EpurC	medium_4	CONSTANT	49630.1719
EpurC	medium_5	CONSTANT	38255.6174
EpurC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	13495.0886	Y_MAX	2838989.867	LINEAR_COEF	15041.8473	X_MAX	1.6	X_MIN	0.25
EpurB	medium_1	CONSTANT	4948.978
EpurB	medium_2	CONSTANT	6302.7527
EpurB	medium_3	CONSTANT	11754.5639
EpurB	medium_4	CONSTANT	21148.7859
EpurB	medium_5	CONSTANT	17118.4236
EpurB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1739.7233	Y_MAX	2838989.867	LINEAR_COEF	10121.9525	X_MAX	1.6	X_MIN	0.25
EpurH	medium_1	CONSTANT	5072.9431
EpurH	medium_2	CONSTANT	6281.7397
EpurH	medium_3	CONSTANT	12570.6546
EpurH	medium_4	CONSTANT	12563.8875
EpurH	medium_5	CONSTANT	10768.3987
EpurH	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	4579.5512	Y_MAX	2838989.867	LINEAR_COEF	4955.4374	X_MAX	1.6	X_MIN	0.25
EpurA	medium_1	CONSTANT	9188.671
EpurA	medium_2	CONSTANT	17452.3906
EpurA	medium_3	CONSTANT	17416.0816
EpurA	medium_4	CONSTANT	14571.2063
EpurA	medium_5	CONSTANT	9541.6678
EpurA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	14648.8499	Y_MAX	2838989.867	LINEAR_COEF	-1451.9297	X_MAX	1.6	X_MIN	0.25
EpurB2	medium_1	CONSTANT	8804.1215
EpurB2	medium_2	CONSTANT	9564.3037
EpurB2	medium_3	CONSTANT	15324.3222
EpurB2	medium_4	CONSTANT	14545.8292
EpurB2	medium_5	CONSTANT	8660.4979
EpurB2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	10372.5619	Y_MAX	2838989.867	LINEAR_COEF	227.07	X_MAX	1.6	X_MIN	0.25
Eadk	medium_1	CONSTANT	161475.0009
Eadk	medium_2	CONSTANT	316690.1218
Eadk	medium_3	CONSTANT	386198.75
Eadk	medium_4	CONSTANT	480188.5589
Eadk	medium_5	CONSTANT	479451.4413
Eadk	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	144679.6163	Y_MAX	2838989.867	LINEAR_COEF	234009.3282	X_MAX	1.6	X_MIN	0.25
EguaA	medium_1	CONSTANT	2581.5094
EguaA	medium_2	CONSTANT	4045.339
EguaA	medium_3	CONSTANT	6865.5734
EguaA	medium_4	CONSTANT	7983.5922
EguaA	medium_5	CONSTANT	8170.505
EguaA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1701.2904	Y_MAX	2838989.867	LINEAR_COEF	4520.9618	X_MAX	1.6	X_MIN	0.25
EguaB	medium_1	CONSTANT	1405.5568
EguaB	medium_2	CONSTANT	3292.0612
EguaB	medium_3	CONSTANT	6717.4009
EguaB	medium_4	CONSTANT	4888.6467
EguaB	medium_5	CONSTANT	8314.6317
EguaB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	358.5177	Y_MAX	2838989.867	LINEAR_COEF	5568.1821	X_MAX	1.6	X_MIN	0.25
EguaC	medium_1	CONSTANT	7814.6754
EguaC	medium_2	CONSTANT	22124.2823
EguaC	medium_3	CONSTANT	38188.4492
EguaC	medium_4	CONSTANT	29049.5961
EguaC	medium_5	CONSTANT	50965.0705
EguaC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2055.2595	Y_MAX	2838989.867	LINEAR_COEF	33807.7638	X_MAX	1.6	X_MIN	0.25
Egdp	medium_1	CONSTANT	19731.8252
Egdp	medium_2	CONSTANT	61526.7433
Egdp	medium_3	CONSTANT	99390.4384
Egdp	medium_4	CONSTANT	97490.2234
Egdp	medium_5	CONSTANT	150845.4799
Egdp	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-732.3959	Y_MAX	2838989.867	LINEAR_COEF	102052.6096	X_MAX	1.6	X_MIN	0.25
Egtp	medium_1	CONSTANT	120835.7217
Egtp	medium_2	CONSTANT	494651.8391
Egtp	medium_3	CONSTANT	916100.4981
Egtp	medium_4	CONSTANT	277931.9827
Egtp	medium_5	CONSTANT	1586669.5883
Egtp	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-171894.8915	Y_MAX	2838989.867	LINEAR_COEF	1160298.4869	X_MAX	1.6	X_MIN	0.25
EpyrAB	medium_1	CONSTANT	11274.4435
EpyrAB	medium_2	CONSTANT	29337.9621
EpyrAB	medium_3	CONSTANT	32394.5966
EpyrAB	medium_4	CONSTANT	48629.0632
EpyrAB	medium_5	CONSTANT	27287.0183
EpyrAB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	17317.2456	Y_MAX	2838989.867	LINEAR_COEF	9587.2898	X_MAX	1.6	X_MIN	0.25
EpyrB	medium_1	CONSTANT	234292.255
EpyrB	medium_2	CONSTANT	215809.2664
EpyrB	medium_3	CONSTANT	106378.3079
EpyrB	medium_4	CONSTANT	676164.4237
EpyrB	medium_5	CONSTANT	106693.6963
EpyrB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	256495.0641	Y_MAX	2838989.867	LINEAR_COEF	-109950.3798	X_MAX	1.6	X_MIN	0.25
EpyrC	medium_1	CONSTANT	5887.4585
EpyrC	medium_2	CONSTANT	14099.4271
EpyrC	medium_3	CONSTANT	20072.7064
EpyrC	medium_4	CONSTANT	47251.4586
EpyrC	medium_5	CONSTANT	17365.7158
EpyrC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	7639.456	Y_MAX	2838989.867	LINEAR_COEF	8233.8458	X_MAX	1.6	X_MIN	0.25
EpyrKD	medium_1	CONSTANT	15455.9878
EpyrKD	medium_2	CONSTANT	72041.5611
EpyrKD	medium_3	CONSTANT	92778.406
EpyrKD	medium_4	CONSTANT	185280.9244
EpyrKD	medium_5	CONSTANT	87939.3586
EpyrKD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	26848.9837	Y_MAX	2838989.867	LINEAR_COEF	49365.4349	X_MAX	1.6	X_MIN	0.25
EpyrE	medium_1	CONSTANT	16297.7499
EpyrE	medium_2	CONSTANT	50288.2385
EpyrE	medium_3	CONSTANT	64216.2915
EpyrE	medium_4	CONSTANT	148384.1453
EpyrE	medium_5	CONSTANT	22960.7677
EpyrE	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38956.9129	Y_MAX	2838989.867	LINEAR_COEF	-365.9004	X_MAX	1.6	X_MIN	0.25
EpyrF	medium_1	CONSTANT	8701.9215
EpyrF	medium_2	CONSTANT	13640.3576
EpyrF	medium_3	CONSTANT	24299.7505
EpyrF	medium_4	CONSTANT	120909.6507
EpyrF	medium_5	CONSTANT	44787.8775
EpyrF	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1329.7318	Y_MAX	2838989.867	LINEAR_COEF	29480.6977	X_MAX	1.6	X_MIN	0.25
EpyrH	medium_1	CONSTANT	52683.6959
EpyrH	medium_2	CONSTANT	163642.642
EpyrH	medium_3	CONSTANT	92404.8765
EpyrH	medium_4	CONSTANT	196020.2103
EpyrH	medium_5	CONSTANT	58088.4165
EpyrH	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	111657.3206	Y_MAX	2838989.867	LINEAR_COEF	-24444.1994	X_MAX	1.6	X_MIN	0.25
Ecmk2	medium_1	CONSTANT	8914.8093
Ecmk2	medium_2	CONSTANT	7437.9977
Ecmk2	medium_3	CONSTANT	7744.9292
Ecmk2	medium_4	CONSTANT	16586.2827
Ecmk2	medium_5	CONSTANT	4690.6011
Ecmk2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	9767.2934	Y_MAX	2838989.867	LINEAR_COEF	-3143.4823	X_MAX	1.6	X_MIN	0.25
Eutp	medium_1	CONSTANT	9458.2204
Eutp	medium_2	CONSTANT	38733.3586
Eutp	medium_3	CONSTANT	76140.9843
Eutp	medium_4	CONSTANT	24647.3665
Eutp	medium_5	CONSTANT	249462.6378
Eutp	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-65456.0873	Y_MAX	2838989.867	LINEAR_COEF	193682.5373	X_MAX	1.6	X_MIN	0.25
EpyrG	medium_1	CONSTANT	4376.0814
EpyrG	medium_2	CONSTANT	32728.856
EpyrG	medium_3	CONSTANT	21039.3366
EpyrG	medium_4	CONSTANT	30519.1829
EpyrG	medium_5	CONSTANT	12580.4628
